Region,Year,Category,Value,Criteria
Americas,2023,Total,789.8,Population covered by a mobile-cellular network/Millions
Arab States,2023,Total,310.2,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2023,Total,2868.5,Population covered by a mobile-cellular network/Millions
CIS,2023,Total,197.9,Population covered by a mobile-cellular network/Millions
Europe,2023,Total,586.2,Population covered by a mobile-cellular network/Millions
Africa,2024,Total,1140.7,Population covered by a mobile-cellular network/Millions
Americas,2024,Total,1011.4,Population covered by a mobile-cellular network/Millions
Arab States,2024,Total,479.0,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2024,Total,4387.2,Population covered by a mobile-cellular network/Millions
CIS,2024,Total,247.3,Population covered by a mobile-cellular network/Millions
Europe,2024,Total,692.2,Population covered by a mobile-cellular network/Millions
Population covered by at least a 3G mobile network/Millions,2024,Total,2024.0,Population covered by a mobile-cellular network/Millions
Africa,2024,Total,1044.2,Population covered by a mobile-cellular network/Millions
Americas,2024,Total,998.4,Population covered by a mobile-cellular network/Millions
Arab States,2024,Total,466.7,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2024,Total,4332.3,Population covered by a mobile-cellular network/Millions
CIS,2024,Total,243.4,Population covered by a mobile-cellular network/Millions
Europe,2024,Total,689.9,Population covered by a mobile-cellular network/Millions
Population covered by at least an LTE/WiMAX mobile network/Millions,2024,Total,2024.0,Population covered by a mobile-cellular network/Millions
Africa,2024,Total,861.7,Population covered by a mobile-cellular network/Millions
Americas,2024,Total,978.4,Population covered by a mobile-cellular network/Millions
Arab States,2024,Total,427.1,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2024,Total,4268.0,Population covered by a mobile-cellular network/Millions
CIS,2024,Total,235.3,Population covered by a mobile-cellular network/Millions
Europe,2024,Total,688.8,Population covered by a mobile-cellular network/Millions
Population covered by at least a 5G mobile network/Millions,2024,Total,2024.0,Population covered by a mobile-cellular network/Millions
Africa,2024,Total,134.0,Population covered by a mobile-cellular network/Millions
Americas,2024,Total,662.0,Population covered by a mobile-cellular network/Millions
Arab States,2024,Total,62.0,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2024,Total,2763.0,Population covered by a mobile-cellular network/Millions
CIS,2024,Total,30.0,Population covered by a mobile-cellular network/Millions
Europe,2024,Total,502.0,Population covered by a mobile-cellular network/Millions
Fixed broadband traffic(Exabytes),2024,Total,2024.0,Population covered by a mobile-cellular network/Millions
Africa,2024,Total,21.4,Population covered by a mobile-cellular network/Millions
Americas,2024,Total,1335.2,Population covered by a mobile-cellular network/Millions
Arab States,2024,Total,266.3,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2024,Total,2997.8,Population covered by a mobile-cellular network/Millions
CIS,2024,Total,172.8,Population covered by a mobile-cellular network/Millions
Europe,2024,Total,1138.3,Population covered by a mobile-cellular network/Millions
Mobile broadband traffic(Exabytes),2024,Total,2024.0,Population covered by a mobile-cellular network/Millions
Africa,2024,Total,23.2,Population covered by a mobile-cellular network/Millions
Americas,2024,Total,175.5,Population covered by a mobile-cellular network/Millions
Arab States,2024,Total,78.6,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2024,Total,780.5,Population covered by a mobile-cellular network/Millions
CIS,2024,Total,63.8,Population covered by a mobile-cellular network/Millions
Europe,2024,Total,144.3,Population covered by a mobile-cellular network/Millions
International bandwidth usage(Tbits/s**),2024,Total,2024.0,Population covered by a mobile-cellular network/Millions
Africa,2024,Total,36.6,Population covered by a mobile-cellular network/Millions
Americas,2024,Total,321.9,Population covered by a mobile-cellular network/Millions
Arab States,2024,Total,79.5,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2024,Total,791.4,Population covered by a mobile-cellular network/Millions
CIS,2024,Total,43.4,Population covered by a mobile-cellular network/Millions
Europe,2024,Total,390.7,Population covered by a mobile-cellular network/Millions
Individuals using the Internet(Millions),2024,Total,2024.0,Population covered by a mobile-cellular network/Millions
Africa,2024,Total,456.3,Population covered by a mobile-cellular network/Millions
Americas,2024,Total,902.8,Population covered by a mobile-cellular network/Millions
Arab States,2024,Total,342.3,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2024,Total,2948.5,Population covered by a mobile-cellular network/Millions
CIS,2024,Total,228.3,Population covered by a mobile-cellular network/Millions
Europe,2024,Total,630.6,Population covered by a mobile-cellular network/Millions
Individuals owning a mobile phone***(Millions),2024,Total,2024.0,Population covered by a mobile-cellular network/Millions
Africa,2024,Total,577.1,Population covered by a mobile-cellular network/Millions
Americas,2024,Total,802.9,Population covered by a mobile-cellular network/Millions
Arab States,2024,Total,318.9,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2024,Total,2943.7,Population covered by a mobile-cellular network/Millions
CIS,2024,Total,200.9,Population covered by a mobile-cellular network/Millions
Europe,2024,Total,591.8,Population covered by a mobile-cellular network/Millions
Africa,2005,Percentage,51.8,Population covered by a mobile-cellular network/Millions
Americas,2005,Percentage,93.2,Population covered by a mobile-cellular network/Millions
Arab States,2005,Percentage,77.8,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2005,Percentage,67.5,Population covered by a mobile-cellular network/Millions
CIS,2005,Percentage,69.2,Population covered by a mobile-cellular network/Millions
Europe,2005,Percentage,98.5,Population covered by a mobile-cellular network/Millions
Population covered by at least a 3G mobile network/Millions,2005,Percentage,2005.0,Population covered by a mobile-cellular network/Millions
Population covered by at least an LTE/WiMAX mobile network/Millions,2005,Percentage,2005.0,Population covered by a mobile-cellular network/Millions
Population covered by at least a 5G mobile network/Millions,2005,Percentage,2005.0,Population covered by a mobile-cellular network/Millions
Fixed broadband traffic(Exabytes),2005,Percentage,2005.0,Population covered by a mobile-cellular network/Millions
Mobile broadband traffic(Exabytes),2005,Percentage,2005.0,Population covered by a mobile-cellular network/Millions
International bandwidth usage(Tbits/s**),2005,Percentage,2005.0,Population covered by a mobile-cellular network/Millions
Individuals using the Internet(Millions),2005,Percentage,2005.0,Population covered by a mobile-cellular network/Millions
Africa,2005,Percentage,2.0,Population covered by a mobile-cellular network/Millions
Americas,2005,Percentage,35.9,Population covered by a mobile-cellular network/Millions
Arab States,2005,Percentage,8.6,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2005,Percentage,9.6,Population covered by a mobile-cellular network/Millions
CIS,2005,Percentage,11.0,Population covered by a mobile-cellular network/Millions
Europe,2005,Percentage,42.7,Population covered by a mobile-cellular network/Millions
Individuals owning a mobile phone***(Millions),2005,Percentage,2005.0,Population covered by a mobile-cellular network/Millions
Africa,2006,Percentage,55.3,Population covered by a mobile-cellular network/Millions
Americas,2006,Percentage,93.1,Population covered by a mobile-cellular network/Millions
Arab States,2006,Percentage,81.0,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2006,Percentage,76.5,Population covered by a mobile-cellular network/Millions
CIS,2006,Percentage,67.5,Population covered by a mobile-cellular network/Millions
Europe,2006,Percentage,98.8,Population covered by a mobile-cellular network/Millions
Population covered by at least a 3G mobile network/Millions,2006,Percentage,2006.0,Population covered by a mobile-cellular network/Millions
Population covered by at least an LTE/WiMAX mobile network/Millions,2006,Percentage,2006.0,Population covered by a mobile-cellular network/Millions
Population covered by at least a 5G mobile network/Millions,2006,Percentage,2006.0,Population covered by a mobile-cellular network/Millions
Fixed broadband traffic(Exabytes),2006,Percentage,2006.0,Population covered by a mobile-cellular network/Millions
Mobile broadband traffic(Exabytes),2006,Percentage,2006.0,Population covered by a mobile-cellular network/Millions
International bandwidth usage(Tbits/s**),2006,Percentage,2006.0,Population covered by a mobile-cellular network/Millions
Individuals using the Internet(Millions),2006,Percentage,2006.0,Population covered by a mobile-cellular network/Millions
Africa,2006,Percentage,2.6,Population covered by a mobile-cellular network/Millions
Americas,2006,Percentage,38.8,Population covered by a mobile-cellular network/Millions
Arab States,2006,Percentage,10.5,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2006,Percentage,10.8,Population covered by a mobile-cellular network/Millions
CIS,2006,Percentage,14.2,Population covered by a mobile-cellular network/Millions
Europe,2006,Percentage,46.0,Population covered by a mobile-cellular network/Millions
Individuals owning a mobile phone***(Millions),2006,Percentage,2006.0,Population covered by a mobile-cellular network/Millions
Africa,2007,Percentage,57.7,Population covered by a mobile-cellular network/Millions
Americas,2007,Percentage,93.9,Population covered by a mobile-cellular network/Millions
Arab States,2007,Percentage,87.7,Population covered by a mobile-cellular network/Millions
Asia-Pacific,2007,Percentage,80.7,Population covered by a mobile-cellular network/Millions
CIS,2007,Percentage,76.1,Population covered by a mobile-cellular network/Millions
Europe,2007,Percentage,98.8,Population covered by a mobile-cellular network/Millions
Population covered by at least a 3G mobile network/Millions,2007,Percentage,2007.0,Population covered by a mobile-cellular network/Millions
Population covered by at least an LTE/WiMAX mobile network/Millions,2007,Percentage,2007.0,Population covered by a mobile-cellular network/Millions
Population covered by at least a 5G mobile network/Millions,2007,Percentage,2007.0,Population covered by a mobile-cellular network/Millions
